title,price,currency,total sold,url
T-MOBILE MINT Apple iPhone 8 Plus - 64GB - Black A1897 (CDMA + GSM),$450.00,US,,https://www.ebay.com/itm/T-MOBILE-MINT-Apple-iPhone-8-Plus-64GB-Black-A1897-CDMA-GSM/223662333237?_trkparms=ispr%3D1&hash=item3413505d35:g:E88AAOSwBbBdStXx&enc=AQAEAAAB0BPxNw%2BVj6nta7CKEs3N0qX3VkDDvk3kldTeljxV2XuRzfmKJawKO18nYdxVKW%2FNhjDGISn4T8SYmoiA8mu%2B3ksN5GIybiVNIQ9eVG4fvsJBK5CXXad79Gr8pbF8cdCCFV1MIs7wyvZiFOHLR7pKn5vso4cTwF92%2Bf6ocCbkFA7CxFe%2Fu0HgE%2FxqbCGD6NzE0A8Ffg0ytsFehS5mH1G%2BayC98wpk1usgVa6MTH09gbi9aZT9OgsyNaFR9Pag0%2FZYaRGjk%2BZ9n4ytbzfZMPMcQbcryxGFbw2k7PREuK7TUhXi9wdLUp8Z7nCrneJsydmxf5alUxxT71%2F5uQ8AlL%2FPirQvWAV6v8BBWbN0XygnQbroKuO5Fqho4mTsTJ0IcrCcaHTw8qp1jgCwsapPMqhNBWv1s%2BhPs76R%2BftF35COWJx9eSkuHhWLcDiwxYbnNSlG7l5QxrClAtkYysNlTZBmYFb6X3iM3adV0mynOL6qYiXRfbYUYfBt1Ewd%2B6Qakm1KvfjKsmU%2FPlkF6Yc3cLIcNOksY6hAYFZyfyFEeATWageHosbuKTIxAB4%2BVoNcYcr%2FVuaNSxcpl3SJG9jTFtGmScCC9QYhhzdoSbaMozrpeMZc&checksum=223662333237d75a743449104526b9102e3d6baf6543
Apple iPhone 6s - 16GB - Silver (Sprint) A1688,$109.99,US,,https://www.ebay.com/itm/Apple-iPhone-6s-16GB-Silver-Sprint-A1688/283612793982?epid=216213577&hash=item4208a3cc7e:g:Ag4AAOSwMspdetNm
Apple iPhone 8 Black 64 GB EXCELLENT Condition Tmobile,$275.00,US,,https://www.ebay.com/itm/Apple-iPhone-8-Black-64-GB-EXCELLENT-Condition-Tmobile/202777631152?hash=item2f367d19b0:g:8e0AAOSwIihdeuGl
Apple iPhone X - 256GB - Space Gray (Verizon) A1865 (CDMA + GSM),$599.00,US,,https://www.ebay.com/itm/Apple-iPhone-X-256GB-Space-Gray-Verizon-A1865-CDMA-GSM/254358068062?epid=239068454&hash=item3b38ec1b5e:g:kPMAAOSwN9tdetER
Apple iPhone 6s Plus - 32GB - Space Gray (AT&T / Cricket) Excellent!,$159.99,US,,https://www.ebay.com/itm/Apple-iPhone-6s-Plus-32GB-Space-Gray-AT-T-Cricket-Excellent/183951074245?epid=228580446&hash=item2ad456a3c5:g:T80AAOSwDw5debmz
Apple iPhone 7 Plus | 128GB | Black | Sprint | Unlocked,$149.00,US,,https://www.ebay.com/itm/Apple-iPhone-7-Plus-128GB-Black-Sprint-Unlocked/233339821156?hash=item3654231c64:g:wdwAAOSweAtdeopl
Apple iPhone 6S 32GB 64GB 128GB Factory Unlocked AT&T T-mobile Verizon,$112.99,US,"2,111",https://www.ebay.com/itm/Apple-iPhone-6S-32GB-64GB-128GB-Factory-Unlocked-AT-T-T-mobile-Verizon/202444888698?epid=216202209&hash=item2f22a7da7a:m:mvLRPOl-L_q4zipmGQnSapg
Apple iPhone 6s | GSM Factory Unlocked | 16GB 32GB 64GB 128GB | Excellent 9/10,$129.99,US,,https://www.ebay.com/itm/Apple-iPhone-6s-GSM-Factory-Unlocked-16GB-32GB-64GB-128GB-Excellent-9-10/312755012018?epid=216202299&hash=item48d1a6c1b2:m:mRGQXSQH3PhCDtZ62S2G4fg
Apple iPhone 6 Plus Smartphone No Touch ID Verizon Unlocked AT&T T-Mobile Sprint,$115.00,US,"1,425",https://www.ebay.com/itm/Apple-iPhone-6-Plus-Smartphone-No-Touch-ID-Verizon-Unlocked-AT-T-T-Mobile-Sprint/292369854462?epid=237951088&hash=item441299effe:m:mx9Kia_X4ytSqYlMCOfynxQ
Apple iPhone 6s PLUS 16gb 32gb 64gb 128gb unlocked Australian stock,$320.00,AU,,https://www.ebay.com/itm/Apple-iPhone-6s-PLUS-16gb-32gb-64gb-128gb-unlocked-Australian-stock/163623842843?hash=item2618bdb41b:m:mWkwJj6ZS1ogpEpGJsbWbng
Apple iPhone 6S 16GB 32GB 64GB 128GB Factory Unlocked AT&T T-mobile Verizon,$114.89,US,"1,495",https://www.ebay.com/itm/Apple-iPhone-6S-16GB-32GB-64GB-128GB-Factory-Unlocked-AT-T-T-mobile-Verizon/223141689820?epid=228434691&hash=item33f447f9dc:m:mog4DAR-0nAnZvfRu4HsWaA
Apple iPhone 6s Plus - 32GB - Space Gray (Unlocked) A1634 (CDMA + GSM),$160.00,US,,https://www.ebay.com/itm/Apple-iPhone-6s-Plus-32GB-Space-Gray-Unlocked-A1634-CDMA-GSM/183951766994?epid=228517002&hash=item2ad46135d2:g:UrUAAOSwT4Rdej7v
Apple iPhone XR - 128GB - Black (AT&T) A1984 (CDMA + GSM),$480.00,US,,https://www.ebay.com/itm/Apple-iPhone-XR-128GB-Black-AT-T-A1984-CDMA-GSM/163859506665?epid=20023710029&hash=item2626c9a5e9:g:cw0AAOSwbeBdVWBs
Apple iPhone 8 Plus - 64GB - Gold (AT&T) A1897 (GSM) IC LOCK,$126.00,US,,https://www.ebay.com/itm/Apple-iPhone-8-Plus-64GB-Gold-AT-T-A1897-GSM-IC-LOCK/323912807218?hash=item4b6ab53332:g:UngAAOSwxXRbYGHF
New in Box Apple iPhone 6 64GB 128GB GSM Unlocked Space Gray / Silver / Gold,$189.99,US,362,https://www.ebay.com/itm/New-in-Box-Apple-iPhone-6-64GB-128GB-GSM-Unlocked-Space-Gray-Silver-Gold/202695013801?_trkparms=ispr%3D1&hash=item2f319075a9:m:mSfVwbMT9SM01QfWjciQUFQ&enc=AQAEAAAB0BPxNw%2BVj6nta7CKEs3N0qUYVk8pRG9zkaAaMbMdJ68cBCVa7xg5NtbcDY7sJLur1NXs3zOunEgcQyE5r3YeiPJHhmlCTezlxhHP3KTnDQhx3qjqZEyFbyP2%2FhQhSPoq%2FPUQM3sJf8AhBF742Lw9yAiXlaLAuGW%2FWvGrEyzS0ZnEMRMplgipPDnzCluArLks9kPVmsfSyb%2BqMHXLF8b%2FE6eRMQSvCS8JP4LS2GVepQHerWZrEpzY9oWWvDIZTYNVlK5IJKBeQVb3%2B3C5oOPGx0cokq6QHBpebkku0VxrPg5laaEr5wKvSHec6%2BGRgcmIYI70NfeNCp6%2FpkTksAzfnbVT%2BRm4cRRs9sCDd8LChDBXsmObcF33mbgGwNA064q8Z5ehAtHYWli715agHOmxefhzB6wxXOhC%2BaWhAJ%2FvmXzBjr1c%2BCH8S0debz7fc79dznwM3phkp3JJ9LuXirxWCu6lszI4NnXkUKwwtddDq6WJk8ZvTrr6UpLEQvFpc5ZJAbHp1ifStLx9Aj8FPWiYDGwwsn5oK0VESeezfam3e2BM7VHjmYkZWOEg7C3kpNlW1tqEmlTeovfjijY9nopG4V2RWHgpanVTtS6bmHA1QhwR&checksum=202695013801d75a743449104526b9102e3d6baf6543
Apple iPhone 7 32GB/128GB Jet Black/Rose Gold/Silver/Black/Gold/Red AUS Seller,$319.00,AU,82,https://www.ebay.com/itm/Apple-iPhone-7-32GB-128GB-Jet-Black-Rose-Gold-Silver-Black-Gold-Red-AUS-Seller/173513262330?_trkparms=ispr%3D1&hash=item28663244fa:m:mMiPYZyJ66PTpfzkY9JUB2g&enc=AQAEAAAB0BPxNw%2BVj6nta7CKEs3N0qVw1UMSWUYMfJCejIBWPqm%2FPeIIC0cW5IIUy6YY4WuiI5RWgieakg8QDwCHxoY4dizo0dhAF0lngrMDqyAZzUl0bxfSbN4W%2B6NFzy9IS%2FjMg56TpJjIUVeb0bwhKb2ISgBdbY%2B3aLwg3PlpmnCc9iuPmloLDGr9hwaU4ypHgi3EAHgKk1oGsTzG%2B%2BOncywGeQboxkkPe1q43WswSu7AiHrNsydMj6iDmJ8e2X27uIaadoDXxNHJI4vDpFagNAMHTBFv4b9xBxcsLjPSqehIRh%2BO8oVr%2FaduAAzyLAAIZRo8URMVZqb6vi%2B35Dx1Q1JIS86CJ0iU19jSu1xqEJrG7QTqnq3MUrHLzhSBJL%2FOZrOOkwAR5d6Jyj7EherpaVlfDslvRnwwTuUo%2Bgy7ycRumAiswBGZvkyEiXeFbw93pfWVaX6jEfHAgLKiDyXhbMTKJxt6EVn4RfqrtvdvCIAM4Yq4mShlE7xLm4U%2BLHAYvgNmzYWlunb2A2IqhfYIs%2FukwMTkuGzA5TnT0%2FiVRv3S4IkuT8g%2Fg%2B2HbAfHuJ06s%2BkMtDQqITixba%2FCWX5hd6OX6aigg4YWlrQIjl%2FqyTBovit3&checksum=173513262330d75a743449104526b9102e3d6baf6543
Apple iPhone 8 - 64GB A1863 GSM Factory Unlocked Smartphone,$305.00,US,,https://www.ebay.com/itm/Apple-iPhone-8-64GB-A1863-GSM-Factory-Unlocked-Smartphone/303282885163?hash=item469d11922b:g:F18AAOSw7KldeoK6
"Apple iPhone 6S - 16GB 64GB 128GB - Gray, Rose, Gold, Silver - Factory Unlocked",$115.99,US,"13,615",https://www.ebay.com/itm/Apple-iPhone-6S-16GB-64GB-128GB-Gray-Rose-Gold-Silver-Factory-Unlocked/122419664747?epid=216202209&hash=item1c80c7d76b:m:m1XjQJXLGtwTg5TJvzGxkcw
Apple iPhone 8 Plus 256GB Gold AT&T GSM Phone A1897 MQ8Y2LLA CLEAN IMEI MINT,$429.99,US,,https://www.ebay.com/itm/Apple-iPhone-8-Plus-256GB-Gold-AT-T-GSM-Phone-A1897-MQ8Y2LLA-CLEAN-IMEI-MINT/303282848524?epid=239068314&hash=item469d11030c:g:7OwAAOSw8YtdenaY
Mint Apple iPhone 7 Plus Rose G GSM Unlocked 128GB MN562LL/A - Rear Camera Issue,$199.00,US,,https://www.ebay.com/itm/Mint-Apple-iPhone-7-Plus-Rose-G-GSM-Unlocked-128GB-MN562LL-A-Rear-Camera-Issue/202776803893?epid=240464807&hash=item2f36707a35:g:npwAAOSwuchdeWpp
"Apple iPhone 7+ Plus - 32GB 128GB 256GB GSM ""Factory Unlocked"" Smartphone Phone*",$294.95,US,"7,061",https://www.ebay.com/itm/Apple-iPhone-7-Plus-32GB-128GB-256GB-GSM-Factory-Unlocked-Smartphone-Phone/401452356520?epid=240464827&hash=item5d786cd3a8:m:mKf9vR2xfLfREWJFaagUm6Q
Apple iPhone 6 Plus - 16GB - Space Gray (Unlocked) A1524 (CDMA + GSM),$129.99,US,,https://www.ebay.com/itm/Apple-iPhone-6-Plus-16GB-Space-Gray-Unlocked-A1524-CDMA-GSM/183952516330?epid=233843049&hash=item2ad46ca4ea:g:uZoAAOSwZ8Jdeseq
Apple iPhone 6 Plus - 64GB - Space Gray (Unlocked) A1522 (CDMA + GSM),$155.95,US,,https://www.ebay.com/itm/Apple-iPhone-6-Plus-64GB-Space-Gray-Unlocked-A1522-CDMA-GSM/183952499642?epid=240531138&hash=item2ad46c63ba:g:GfMAAOSwBbBdPeuV
Apple iPhone 6s Plus Smartphone 16GB 32GB 64GB 128GB Factory Unlocked 4G LTE iOS,$154.00,US,"2,522",https://www.ebay.com/itm/Apple-iPhone-6s-Plus-Smartphone-16GB-32GB-64GB-128GB-Factory-Unlocked-4G-LTE-iOS/292631538718?epid=240531048&hash=item442232ec1e:m:maK7wqY5lWlK9devzbFp-Ug
Apple iPhone 7 Plus - 32GB -  (Unlocked) A1661 GREAT CONDITION,$172.50,US,,https://www.ebay.com/itm/Apple-iPhone-7-Plus-32GB-Unlocked-A1661-GREAT-CONDITION/323913758878?epid=225208414&hash=item4b6ac3b89e:g:0QIAAOSwHppder9i
Apple iPhone 8 Smartphone AT&T Sprint T-Mobile Verizon or Unlocked 4G LTE iOS,$250.00,US,"1,911",https://www.ebay.com/itm/Apple-iPhone-8-Smartphone-AT-T-Sprint-T-Mobile-Verizon-or-Unlocked-4G-LTE-iOS/292691384025?epid=239092905&hash=item4425c416d9:m:mAUMlyxZCTOl53tTvhMarOw
"Apple iPhone 6s | GSM Unlocked | 16GB 32GB 64GB 128GB | Rose, Gold, Gray, Silver",$124.99,US,"1,731",https://www.ebay.com/itm/Apple-iPhone-6s-GSM-Unlocked-16GB-32GB-64GB-128GB-Rose-Gold-Gray-Silver/401426802191?hash=item5d76e6e60f:m:mRGQXSQH3PhCDtZ62S2G4fg
Apple iPhone 6 Plus - 64GB - Gold (Unlocked) A1522 AT&T T-Mobile Verizon,$139.99,US,,https://www.ebay.com/itm/Apple-iPhone-6-Plus-64GB-Gold-Unlocked-A1522-AT-T-T-Mobile-Verizon/183952513547?hash=item2ad46c9a0b:g:AC0AAOSwOPZdc-3x
Apple iPhone 8 Plus Smartphone AT&T Sprint T-Mobile Verizon or Unlocked 4G LTE,$330.00,US,"1,555",https://www.ebay.com/itm/Apple-iPhone-8-Plus-Smartphone-AT-T-Sprint-T-Mobile-Verizon-or-Unlocked-4G-LTE/302847614914?hash=item46831fdfc2:m:mZQWR_ftZwGljYXxD2yTT0Q
Apple iPhone 6S Plus 64GB Rose Gold AT&T Fair Condition,$150.99,US,,https://www.ebay.com/itm/Apple-iPhone-6S-Plus-64GB-Rose-Gold-AT-T-Fair-Condition/283612751934?epid=216131111&hash=item4208a3283e:g:OMcAAOSwSCpdesOd
Apple iPhone 8 (PRODUCT)RED - 64GB - (Unlocked) A1863 (CDMA + GSM),$177.00,US,,https://www.ebay.com/itm/Apple-iPhone-8-PRODUCT-RED-64GB-Unlocked-A1863-CDMA-GSM/123904043851?epid=245294438&hash=item1cd941ab4b:g:vMkAAOSwq0NdeTOy
"Apple iPhone 6S Plus Factory Unlocked 5.5"" SmartPhone 16GB 32GB 64GB 128GB",$163.99,US,517,https://www.ebay.com/itm/Apple-iPhone-6S-Plus-Factory-Unlocked-5-5-SmartPhone-16GB-32GB-64GB-128GB/192684302480?epid=216192392&hash=item2cdce12090:m:m6KMeHJYTLlPKsrf95MdNDQ
Apple iPhone 6s - 64GB - Rose Gold (Unlocked),$119.00,US,,https://www.ebay.com/itm/Apple-iPhone-6s-64GB-Rose-Gold-Unlocked/153641139673?epid=240307031&hash=item23c5b9bdd9:g:YGcAAOSwdoldet0Q
Apple iPhone 8 256GB Space Gray Unlocked - NEW & SEALED + Not Activated,$489.99,US,,https://www.ebay.com/itm/Apple-iPhone-8-256GB-Space-Gray-Unlocked-NEW-SEALED-Not-Activated/283612762475?hash=item4208a3516b:g:sD8AAOSw2pddesZY
Apple iPhone 6 Plus Factory Unlocked 16GB 64GB 128GB AT&T T-mobile Verizon,$137.99,US,709,https://www.ebay.com/itm/Apple-iPhone-6-Plus-Factory-Unlocked-16GB-64GB-128GB-AT-T-T-mobile-Verizon/202458551907?epid=241179768&hash=item2f23785663:m:mM1xKfXAK1Xve9iJ3_WFjvA
Apple iPhone 6s 64GB 128GB No Touch ID AT&T Sprint T-Mobile Verizon or Unlocked,$110.00,US,609,https://www.ebay.com/itm/Apple-iPhone-6s-64GB-128GB-No-Touch-ID-AT-T-Sprint-T-Mobile-Verizon-or-Unlocked/292372204134?epid=240306971&hash=item4412bdca66:m:miHS4s8_fpGq9mxT6ZriQkQ
"Apple iPhone 7 - 32GB 128GB 256GB GSM ""Factory Unlocked"" Smartphone All Colors*",$189.95,US,"7,174",https://www.ebay.com/itm/Apple-iPhone-7-32GB-128GB-256GB-GSM-Factory-Unlocked-Smartphone-All-Colors/362174598107?epid=240306961&hash=item545349cbdb:m:mSACu2RtExHAZ9iXukm6ZMg
Apple iPhone 6S |16GB 64GB 128GB| AT&T T-Mobile Sprint Verizon Unlocked GSM CDMA,$112.00,US,338,https://www.ebay.com/itm/Apple-iPhone-6S-16GB-64GB-128GB-AT-T-T-Mobile-Sprint-Verizon-Unlocked-GSM-CDMA/183383599015?epid=27032503156&_trkparms=ispr%3D1&hash=item2ab283a7a7:m:mIiReV1jrWHXyqi-C0kYweA&enc=AQAEAAAB0BPxNw%2BVj6nta7CKEs3N0qUre%2FleLzJNwg4JevcMrx7QNxCRSGfT%2Fsg2exXd5x8bqUj%2B7p0KVs%2FmecyrEyZfIz20TTHRs4lBBAF%2BLxasCPBqO1gGv5CKhK06WX59yVg0G2O1LufeitCM6yCll6%2BgaP1QXQLnxVH646qCWpJtnnd2njjERafHEuA%2BLY2C3RPaLeAhLgamm2RX9fTI%2FF7x%2FdlnoVpEumUTFpKY0CxTRRyoxcIfHrXAaZ4kefiDZMq5UQJxHGtbDNi9anzHFolAVjPeiv3jLrAgc9alfctXFQIqd2pj65fKTv4%2FwQm7URzJI8lkgf9mCOXCZvYbabb4deXl%2F9mOfC%2F9itMbTZCmB3kwAW5csL%2BO1nLdO6lEWjvl%2BdB%2BrSgwHrmR6kVXnBHMoy2Eiz%2Bc7NMgrhXTyykU6w1t0%2B3jBRrAIGVw1JjJXD6FIktKWBQI0P8bxxMFJXxvEDtfVxkBMkG5KrLgXDoO2dzBQbJtPobr3YybvsHhgsgSQH1wF0xmLi3n%2B%2BjDQT3X5Q61ToFFeJHD3lUg0xFwhzHLmt8BcINQN7ijZuqg7IC5pYDYlyHNLvULCUkoJBej0j6gLS%2Bhgc6k0kekdSX76yG0&checksum=183383599015d75a743449104526b9102e3d6baf6543
"Apple | iPhone 7 Plus | 5.5"" 32GB 128GB Black Red T-Mobile AT&T Sprint Verizon",$345.92,US,596,https://www.ebay.com/itm/Apple-iPhone-7-Plus-5-5-32GB-128GB-Black-Red-T-Mobile-AT-T-Sprint-Verizon/202048014073?epid=225203250&_trkparms=ispr%3D1&hash=item2f0b0006f9:m:mT8O5M_0vENmw93F3Qp6g8Q&enc=AQAEAAAB0BPxNw%2BVj6nta7CKEs3N0qWsXVp4WqtNGt1DcUzlS3QkUOk22EujU20nyVXGqEPIZgWXpSPYz7dbt0SNyniTzNair9SJEO8a0Ie%2BoulH4EDcY3lKdPRIfLpenxfv%2FVGlrur10qAztkyOR7COSXg%2FU1wI241MaMTJMEa4sglIzhtliX1AQwr0iO%2BI8pioAfRbe2eiBrh9dZ%2B2%2B9Qor3REtp%2FjTR5w2cSNww3Ckyryi5OBnP5rNCj7e%2B6848nEHe0XZPjdbiHITnAdC%2FFh4gaSa9rT1Yh%2BCsSGbH8hYe2MlViDmVa3K1q%2Fcp9jzMXTVJMz6A%2Brm%2Bf1tx2hf%2Ftikal1z2Bz60qH43RM2%2B2oyqvkSz4Fr%2FzeawhY5hjaF7YwmbRVis%2F1IEA6mrbETQJHf4gQSsGJF38IBgc1J5jd6rocxKHIAGhpUpamtJs0IZN5vdoqnn53MXB9UVydvM6Ngs0b0ZrNeal3S%2FQvXWmiOtO0LKYkO5fcE02xYigaAamHkBFwa5aX%2BAcRfXRRWBFUr7zjbMsjElzef5RoF9yQT0yaaY4OmKao0ek06zwg6vA9c88Nyq4IiZ2TaZVr%2FUcvqtPofzf38Bgtn3Pq81G9lo6WNN6r&checksum=202048014073d75a743449104526b9102e3d6baf6543
